sample,twist_mid_deg,twist_tip_deg,alpha_deg,CL,CD,LD,feasible
103,0.8744092635618417,-1.7238938637011865,3.671662212628102,0.2776440277386218,0.012683207446273503,21.89067938175192,True
104,-5.009302797621155,-1.8683755905057566,2.432672151003475,0.026193147831691403,0.009774089741971827,,False
105,1.6269001774234981,-5.068973203986346,1.386285133090881,0.058146757585140305,0.010194544373012938,,False
106,1.9881249410171487,1.302557103664233,4.241673039609236,0.40556567636309404,0.01621955403399135,25.00473659837683,True
107,0.9007635828679961,1.2835819397497659,4.0892913042034,0.36532643499229894,0.014931221082831717,24.467284555337553,True
108,-0.43394241955094426,-5.182629367028005,3.8239121634410584,0.19284180218430608,0.011573022731971892,16.663045312402005,True
109,0.1386911089573708,0.26835411853661917,3.8142368877163504,0.3058664262323482,0.013280645944940378,23.030990171745096,True
110,-4.629395726492412,-4.860120229656285,3.42610403742363,0.05913484186509638,0.010294460008569917,,False
111,-3.6744287627330356,0.9433948581349227,3.1077124051891616,0.1644860435655994,0.010693260788869927,15.382215660241316,True
112,-2.3638038299291977,-2.936285781413572,2.17831013562353,0.055411179732930554,0.009871084298609221,,False
113,-3.517437592908025,-5.95687039650189,4.160822395081818,0.12525316818730828,0.010974268763204719,11.413349799420413,True
114,-5.712035367043404,-0.37968410022331867,3.644347517907409,0.12956245093083815,0.010373518714616703,12.489730292603557,True
115,-0.2318045935593238,-6.1473013531408665,4.754932332923216,0.2530486670968634,0.012868214145428714,19.664629779786193,True
116,-3.2236030358143326,0.79524754012178,1.1476766859995176,0.020573101269587623,0.009613872686653844,,False
117,-1.286851652163712,-4.278247530573622,3.288551389719323,0.14548470158408905,0.010769569982594582,13.508868211007176,True
118,-3.458639406119249,-4.726131588775656,2.544721532199868,0.023121744950059243,0.01009360419026456,,False
119,-4.951969788660483,-1.8246076607787716,3.2480081311695477,0.09207257464456067,0.01007714165516514,9.13677487081547,True
120,-5.117249449427604,-5.705986679425056,4.077657928681997,0.08194060480228525,0.01063754482890587,7.702962113929187,True
121,-2.043508360476431,-5.482893164252026,3.3116278339841925,0.10580594515846259,0.010630091805883517,9.953436629766582,True
122,-4.590972856645674,-6.63356157066543,3.573327244833435,0.03938371841032401,0.010639390089654071,,False
123,-0.7159346618944618,-0.9381266073535333,1.3545893011817964,0.07012756129867868,0.009753275893868579,,False
124,-2.654567680710882,-1.2657219990102142,4.3568477670275,0.2480674852283291,0.012064929282151636,20.56103930880971,True
125,-3.7659113349016877,-7.5468063731687876,4.671241919256024,0.1297075380293036,0.011474771351282463,11.303714388592763,True
126,-3.2953327929110965,-3.4864842854338693,4.508940138694942,0.2030123928070692,0.011498685350727973,17.65526985171541,True
127,-3.5574455994735383,-6.68901507469547,4.47041260871751,0.13503875507819957,0.011269363006652985,11.982820590523,True
128,-0.1350543789392331,0.6006684227537828,2.365644795279927,0.19199168971571645,0.011014630114230449,17.430607085722386,True
